Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1737120958,3,,Aggregated,1.400000,0.000000,160,170,210,230,260,290,320,320,360,360,360,180,0,160.0,184.1177333333344,131.39560000000472,359.5568000000071,196.0
1737120959,3,,Aggregated,1.500000,0.000000,160,170,210,230,260,290,320,320,360,360,360,181,0,160.0,183.9609988950287,131.39560000000472,359.5568000000071,196.0
1737120960,3,,Aggregated,1.300000,0.000000,160,170,210,230,260,290,320,320,360,360,360,182,0,160.0,183.75141098901204,131.39560000000472,359.5568000000071,196.0
1737120961,3,,Aggregated,1.300000,0.000000,160,170,210,230,260,290,320,320,360,360,360,183,0,160.0,183.5124278688535,131.39560000000472,359.5568000000071,196.0
1737120962,3,,Aggregated,1.400000,0.000000,160,170,210,230,260,290,320,320,360,360,360,185,0,160.0,183.09674054054167,131.39560000000472,359.5568000000071,196.0
1737120963,3,,Aggregated,1.400000,0.000000,160,170,210,230,260,290,320,320,360,360,360,186,0,160.0,182.8965053763453,131.39560000000472,359.5568000000071,196.0
1737120964,3,,Aggregated,1.500000,0.000000,160,170,210,230,260,290,320,320,360,360,360,188,0,160.0,182.46733936170344,131.39560000000472,359.5568000000071,196.0
1737120965,3,,Aggregated,1.300000,0.000000,160,170,210,230,260,290,320,320,360,360,360,189,0,160.0,182.2884026455039,131.39560000000472,359.5568000000071,196.0
1737120966,3,,Aggregated,1.400000,0.000000,160,170,210,230,260,290,320,320,360,360,360,191,0,160.0,183.17914136125796,131.39560000000472,359.5568000000071,196.0
1737120967,3,,Aggregated,1.400000,0.000000,160,170,210,230,260,290,320,320,360,360,360,192,0,160.0,182.9731260416681,131.39560000000472,359.5568000000071,196.0
1737120968,3,,Aggregated,1.300000,0.000000,160,170,210,230,260,290,320,320,360,360,360,194,0,160.0,182.48511494845505,131.39560000000472,359.5568000000071,196.0
1737120969,3,,Aggregated,1.300000,0.000000,160,170,210,230,260,290,320,320,360,360,360,194,0,160.0,182.48511494845505,131.39560000000472,359.5568000000071,196.0
1737120970,3,,Aggregated,1.500000,0.000000,160,170,210,230,260,290,320,320,360,360,360,197,0,160.0,181.89728477157487,131.39560000000472,359.5568000000071,196.0
1737120971,3,,Aggregated,1.500000,0.000000,160,170,210,230,260,290,320,320,360,360,360,197,0,160.0,181.89728477157487,131.39560000000472,359.5568000000071,196.0
1737120972,3,,Aggregated,1.300000,0.000000,160,170,210,230,260,290,320,320,360,360,360,199,0,160.0,181.49904371859424,131.39560000000472,359.5568000000071,196.0
1737120973,3,,Aggregated,1.400000,0.000000,160,170,210,230,260,280,310,320,360,360,360,201,0,160.0,181.11840547263807,131.39560000000472,359.5568000000071,196.0
1737120974,3,,Aggregated,1.400000,0.000000,160,170,210,230,260,280,310,320,360,360,360,203,0,160.0,180.74556206896676,131.39560000000472,359.5568000000071,196.0
1737120975,3,,Aggregated,1.400000,0.000000,160,170,210,230,260,280,310,320,360,360,360,203,0,160.0,180.74556206896676,131.39560000000472,359.5568000000071,196.0
1737120976,3,,Aggregated,1.400000,0.000000,160,170,200,230,260,280,310,320,360,360,360,206,0,160.0,180.17157281553503,131.39560000000472,359.5568000000071,196.0
1737120977,3,,Aggregated,1.500000,0.000000,160,170,200,230,260,280,310,320,360,360,360,207,0,160.0,180.02761062802043,131.39560000000472,359.5568000000071,196.0
